date_crawl,job_type,company_name,salary,location,time_remain,url
2025-05-14,Sr. Product Designer (UX) - Tối thiểu 5 năm kinh nghiệm,VUS - Anh Văn Hội Việt Mỹ,25.000.000 VND to 35.000.000 VND,Quận 1:  Hồ Chí Minh,và Công việc hết hạn trong 4 tuần tới,https://topdev.vn/viec-lam/sr-product-designer-ux-toi-thieu-5-nam-kinh-nghiem-vus-anh-van-hoi-viet-my-2036387?src=topdev_search&medium=searchresult
2025-05-14,Fullstack Python Developer,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ CÔNG NGHỆ GTSC VIỆT NAM,15.000.000 VND to 40.000.000 VND,Quận Thanh Xuân:  Hà Nội,và Công việc hết hạn trong 4 tuần tới,https://topdev.vn/viec-lam/fullstack-python-developer-cong-ty-co-phan-thuong-mai-va-dich-vu-cong-nghe-gtsc-viet-nam-2036358?src=topdev_search&medium=searchresult
2025-05-14,Middle/Senior Tester,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ CÔNG NGHỆ GTSC VIỆT NAM,15.000.000 VND to 25.000.000 VND,Quận Thanh Xuân:  Hà Nội,và Công việc hết hạn trong 4 tuần tới,https://topdev.vn/viec-lam/middle-senior-tester-cong-ty-co-phan-thuong-mai-va-dich-vu-cong-nghe-gtsc-viet-nam-2036357?src=topdev_search&medium=searchresult
2025-05-14,DevOps Engineer,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ CÔNG NGHỆ GTSC VIỆT NAM,Lên tới 35.000.000 VND,Quận Thanh Xuân:  Hà Nội,và Công việc hết hạn trong 4 tuần tới,https://topdev.vn/viec-lam/devops-engineer-cong-ty-co-phan-thuong-mai-va-dich-vu-cong-nghe-gtsc-viet-nam-2036362?src=topdev_search&medium=searchresult
2025-05-14,"Back-end Developer (C#, .NET)",CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ CÔNG NGHỆ GTSC VIỆT NAM,25.000.000 VND to 40.000.000 VND,Quận Thanh Xuân:  Hà Nội,và Công việc hết hạn trong 4 tuần tới,https://topdev.vn/viec-lam/back-end-developer-c-net-cong-ty-co-phan-thuong-mai-va-dich-vu-cong-nghe-gtsc-viet-nam-2036367?src=topdev_search&medium=searchresult
2025-05-14,Remote AI Software Developer (Full-time/Part-time),CAZOODLE,Thương lượng,Quận Đống Đa:  Hà Nội,và Công việc hết hạn trong 4 tuần tới,https://topdev.vn/viec-lam/remote-ai-software-developer-full-time-part-time-cazoodle-2036380?src=topdev_search&medium=searchresult
2025-05-14,Data Engineer,CÔNG TY TNHH CUNG CẤP GIẢI PHÁP DỊCH VỤ GIÁ TRỊ GIA TĂNG (VIVAS),Thương lượng,Quận Cầu Giấy:  Hà Nội,và Công việc hết hạn trong 4 tuần tới,https://topdev.vn/viec-lam/data-engineer-cong-ty-tnhh-cung-cap-giai-phap-dich-vu-gia-tri-gia-tang-vivas-2036378?src=topdev_search&medium=searchresult
2025-05-14,IT Project Manager,BURNING BROS,Thương lượng,Thành phố Thủ Đức:  Hồ Chí Minh,và Công việc hết hạn trong 4 tuần tới,https://topdev.vn/viec-lam/it-project-manager-burning-bros-2036376?src=topdev_search&medium=searchresult
2025-05-14,Flutter Developer,BURNING BROS,Thương lượng,Thành phố Thủ Đức:  Hồ Chí Minh,và Công việc hết hạn trong 4 tuần tới,https://topdev.vn/viec-lam/flutter-developer-burning-bros-2036375?src=topdev_search&medium=searchresult
2025-05-14,Java Technical Lead,BURNING BROS,Thương lượng,Thành phố Thủ Đức:  Hồ Chí Minh,và Công việc hết hạn trong 4 tuần tới,https://topdev.vn/viec-lam/java-technical-lead-burning-bros-2036372?src=topdev_search&medium=searchresult
2025-05-14,TRUNG TÂM ĐỔI MỚI SÁNG TẠO - LẬP TRÌNH VIÊN JAVA FRESHER,Tổng Công ty Bưu điện Việt Nam (Vietnam Post),13.000.000 VND to 18.000.000 VND,Quận Nam Từ Liêm:  Hà Nội,và Công việc hết hạn trong 1 tuần tới,https://topdev.vn/viec-lam/trung-tam-doi-moi-sang-tao-lap-trinh-vien-java-fresher-tong-cong-ty-buu-dien-viet-nam-vietnam-post-2036011?src=topdev_search&medium=searchresult
2025-05-14,TRUNG TÂM ĐỔI MỚI SÁNG TẠO - LẬP TRÌNH VIÊN JAVA,Tổng Công ty Bưu điện Việt Nam (Vietnam Post),13.000.000 VND to 50.000.000 VND,Quận Nam Từ Liêm:  Hà Nội,và Công việc hết hạn trong 1 tuần tới,https://topdev.vn/viec-lam/trung-tam-doi-moi-sang-tao-lap-trinh-vien-java-tong-cong-ty-buu-dien-viet-nam-vietnam-post-2036032?src=topdev_search&medium=searchresult
2025-05-14,TMO - Chuyên Gia Cao Cấp Kiến Trúc Dữ Liệu,NGÂN HÀNG Á CHÂU (ACB),Thương lượng,Quận 3:  Hồ Chí Minh,và Công việc hết hạn trong 1 tuần tới,https://topdev.vn/viec-lam/tmo-chuyen-gia-cao-cap-kien-truc-du-lieu-ngan-hang-a-chau-acb-2036040?src=topdev_search&medium=searchresult
2025-05-14,TMO - Chuyên Gia Quản Lý Dự Án,NGÂN HÀNG Á CHÂU (ACB),Thương lượng,Quận 3:  Hồ Chí Minh,và Công việc hết hạn trong 1 tuần tới,https://topdev.vn/viec-lam/tmo-chuyen-gia-quan-ly-du-an-ngan-hang-a-chau-acb-2036044?src=topdev_search&medium=searchresult
2025-05-14,TMO - Chuyên Gia Quản Lý Rủi Ro Chuyển Đổi,NGÂN HÀNG Á CHÂU (ACB),Thương lượng,Quận 3:  Hồ Chí Minh,và Công việc hết hạn trong 1 tuần tới,https://topdev.vn/viec-lam/tmo-chuyen-gia-quan-ly-rui-ro-chuyen-doi-ngan-hang-a-chau-acb-2036045?src=topdev_search&medium=searchresult
2025-05-14,TMO - Giám đốc Dự án (Chuyển đổi số - Dữ liệu),NGÂN HÀNG Á CHÂU (ACB),Thương lượng,Quận 3:  Hồ Chí Minh,và Công việc hết hạn trong 1 tuần tới,https://topdev.vn/viec-lam/tmo-giam-doc-du-an-chuyen-doi-so-du-lieu-ngan-hang-a-chau-acb-2036047?src=topdev_search&medium=searchresult
2025-05-14,TMO - Chuyên Gia Chuyển Đổi Số - Công Nghệ,NGÂN HÀNG Á CHÂU (ACB),Thương lượng,Quận 3:  Hồ Chí Minh,và Công việc hết hạn trong 1 tuần tới,https://topdev.vn/viec-lam/tmo-chuyen-gia-chuyen-doi-so-cong-nghe-ngan-hang-a-chau-acb-2036048?src=topdev_search&medium=searchresult
2025-05-14,"Junior/Middle Software Engineer (C++, Networking & Debugging)",TopDev's Client,Thương lượng,Quận 3:  Hồ Chí Minh,và Công việc hết hạn trong 1 tuần tới,https://topdev.vn/viec-lam/junior-middle-software-engineer-c-networking-debugging-topdev-s-client-2036056?src=topdev_search&medium=searchresult
2025-05-14,TIGER TRIBE – DEVOPS ENGINEER,TIGER TRIBE,Thương lượng,Quận 1:  Hồ Chí Minh,và Công việc hết hạn trong 1 tuần tới,https://topdev.vn/viec-lam/tiger-tribe-devops-engineer-tiger-tribe-2036057?src=topdev_search&medium=searchresult
2025-05-14,TMO - Giám Đốc Quản Lý Dự Án,NGÂN HÀNG Á CHÂU (ACB),Thương lượng,Quận 3:  Hồ Chí Minh,và Công việc hết hạn trong 1 tuần tới,https://topdev.vn/viec-lam/tmo-giam-doc-quan-ly-du-an-ngan-hang-a-chau-acb-2036053?src=topdev_search&medium=searchresult
2025-05-14,Mid MTS (Mobile Trading System) Developer - Android/iOS,DaouKiwoom Innovation,22.000.000 VND to 45.000.000 VND,Quận Bình Thạnh:  Hồ Chí Minh,và Công việc hết hạn trong 3 tuần tới,https://topdev.vn/viec-lam/mid-mts-mobile-trading-system-developer-android-ios-daoukiwoom-innovation-2036229?src=topdev_search&medium=searchresult
2025-05-14,Back-end Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ AIT,10.000.000 VND to 35.000.000 VND,Quận Cầu Giấy:  Hà Nội,và Công việc hết hạn trong 3 tuần tới,https://topdev.vn/viec-lam/back-end-developer-cong-ty-co-phan-cong-nghe-ait-2036235?src=topdev_search&medium=searchresult
2025-05-14,Dotnet/C# Developer,INFOPLUS,Lên tới 32.000.000 VND,Quận Nam Từ Liêm:  Hà Nội,và Công việc hết hạn trong 3 tuần tới,https://topdev.vn/viec-lam/dotnet-c-developer-infoplus-2036239?src=topdev_search&medium=searchresult
2025-05-14,Tester,INFOPLUS,Thương lượng,Quận Nam Từ Liêm:  Hà Nội,và Công việc hết hạn trong 3 tuần tới,https://topdev.vn/viec-lam/tester-infoplus-2036240?src=topdev_search&medium=searchresult
2025-05-14,Software Engineer (Sui/ReactJS/ReactNative/Typescript),CommandOSS,Thương lượng,Quận 4:  Hồ Chí Minh,và Công việc hết hạn trong 3 tuần tới,https://topdev.vn/viec-lam/software-engineer-sui-reactjs-reactnative-typescript-commandoss-2036321?src=topdev_search&medium=searchresult
2025-05-14,UX/UI Designer (Game),CÔNG TY CỔ PHẦN SUNTEK,Thương lượng,Thành phố Thủ Đức:  Hồ Chí Minh,và Công việc hết hạn trong 4 tuần tới,https://topdev.vn/viec-lam/ux-ui-designer-game-cong-ty-co-phan-suntek-2036351?src=topdev_search&medium=searchresult
2025-05-14,Senior DevOps Engineer,CÔNG TY CỔ PHẦN CÔNG NGHỆ ỨNG DỤNG XANH VIỆT NAM,40.000.000 VND to 50.000.000 VND,Quận Ba Đình:  Hà Nội,và Công việc hết hạn trong 4 tuần tới,https://topdev.vn/viec-lam/senior-devops-engineer-cong-ty-co-phan-cong-nghe-ung-dung-xanh-viet-nam-2036350?src=topdev_search&medium=searchresult
2025-05-14,KỸ SƯ PHẦN MỀM (C# Developer) - Urgent,Aram Vina,Lên tới 1.500 VND,Quận Tây Hồ:  Hà Nội,và Công việc hết hạn trong 4 tuần tới,https://topdev.vn/viec-lam/ky-su-phan-mem-c-developer-urgent-aram-vina-2036349?src=topdev_search&medium=searchresult
2025-05-14,Chuyên viên Thẩm định mua sắm CNTT,Ban Công nghệ BIDV,Thương lượng,Quận Hai Bà Trưng:  Hà Nội,và Công việc hết hạn trong 4 tuần tới,https://topdev.vn/viec-lam/chuyen-vien-tham-dinh-mua-sam-cntt-ban-cong-nghe-bidv-2036342?src=topdev_search&medium=searchresult
2025-05-14,Chuyên viên Quản lý Chuyển đổi số,Ban Công nghệ BIDV,Thương lượng,Quận Hai Bà Trưng:  Hà Nội,và Công việc hết hạn trong 4 tuần tới,https://topdev.vn/viec-lam/chuyen-vien-quan-ly-chuyen-doi-so-ban-cong-nghe-bidv-2036343?src=topdev_search&medium=searchresult
2025-05-14,Chuyên viên Cloud,Ban Công nghệ BIDV,Thương lượng,Quận Hai Bà Trưng:  Hà Nội,và Công việc hết hạn trong 4 tuần tới,https://topdev.vn/viec-lam/chuyen-vien-cloud-ban-cong-nghe-bidv-2036341?src=topdev_search&medium=searchresult
2025-05-14,Chuyên viên Kiến trúc CNTT,Ban Công nghệ BIDV,Thương lượng,Quận Hai Bà Trưng:  Hà Nội,và Công việc hết hạn trong 4 tuần tới,https://topdev.vn/viec-lam/chuyen-vien-kien-truc-cntt-ban-cong-nghe-bidv-2036340?src=topdev_search&medium=searchresult
2025-05-14,Chuyên viên Nghiên cứu công nghệ mới,Ban Công nghệ BIDV,Thương lượng,Quận Hai Bà Trưng:  Hà Nội,và Công việc hết hạn trong 4 tuần tới,https://topdev.vn/viec-lam/chuyen-vien-nghien-cuu-cong-nghe-moi-ban-cong-nghe-bidv-2036339?src=topdev_search&medium=searchresult
2025-05-14,Chuyên viên An toàn thông tin,Ban Công nghệ BIDV,Thương lượng,Quận Hai Bà Trưng:  Hà Nội,và Công việc hết hạn trong 4 tuần tới,https://topdev.vn/viec-lam/chuyen-vien-an-toan-thong-tin-ban-cong-nghe-bidv-2036338?src=topdev_search&medium=searchresult
2025-05-14,Chuyên gia Kiến trúc CNTT,Ban Công nghệ BIDV,Thương lượng,Quận Hai Bà Trưng:  Hà Nội,và Công việc hết hạn trong 4 tuần tới,https://topdev.vn/viec-lam/chuyen-gia-kien-truc-cntt-ban-cong-nghe-bidv-2036335?src=topdev_search&medium=searchresult
2025-05-14,Chuyên viên Hệ thống CNTT,Ban Công nghệ BIDV,Thương lượng,Quận Hai Bà Trưng:  Hà Nội,và Công việc hết hạn trong 4 tuần tới,https://topdev.vn/viec-lam/chuyen-vien-he-thong-cntt-ban-cong-nghe-bidv-2036337?src=topdev_search&medium=searchresult
2025-05-14,Chuyên gia Cloud,Ban Công nghệ BIDV,Thương lượng,Quận Hai Bà Trưng:  Hà Nội,và Công việc hết hạn trong 4 tuần tới,https://topdev.vn/viec-lam/chuyen-gia-cloud-ban-cong-nghe-bidv-2036336?src=topdev_search&medium=searchresult
2025-05-14,Technical Leader Java,CÔNG TY TNHH SAMSUNG SDS VIỆT NAM,Thương lượng,Quận Cầu Giấy:  Hà Nội,và Công việc hết hạn trong 3 tuần tới,https://topdev.vn/viec-lam/technical-leader-java-cong-ty-tnhh-samsung-sds-viet-nam-2036283?src=topdev_search&medium=searchresult
2025-05-14,Chuyên viên Phân tích dữ liệu xây dựng mô hình nhận diện tội phạm công nghệ cao - Data Analysis and Fraud model - Khối Công nghệ thông tin (HO25.137),MBBANK,Thương lượng,Quận Cầu Giấy:  Hà Nội,và Công việc hết hạn trong 3 ngày tới,https://topdev.vn/viec-lam/chuyen-vien-phan-tich-du-lieu-xay-dung-mo-hinh-nhan-dien-toi-pham-cong-nghe-cao-data-analysis-and-fraud-model-khoi-cong-nghe-thong-tin-ho25-137-mbbank-2035925?src=topdev_search&medium=searchresult
